Resolution,Datetime,Price
10MIN,2021-11-30 10:40:00,98.35
10MIN,2021-11-30 10:50:00,98.25
10MIN,2021-11-30 11:00:00,98.025
10MIN,2021-11-30 11:10:00,97.55
10MIN,2021-11-30 11:20:00,97.275
10MIN,2021-11-30 11:30:00,96.55
10MIN,2021-11-30 11:40:00,97.075
10MIN,2021-11-30 11:50:00,96.75
10MIN,2021-11-30 12:00:00,96.5
10MIN,2021-11-30 12:10:00,96.55
10MIN,2021-11-30 12:20:00,96.575
10MIN,2021-11-30 12:30:00,95.45
10MIN,2021-11-30 12:40:00,95.675
10MIN,2021-11-30 12:50:00,95.975
10MIN,2021-11-30 13:00:00,95.6
10MIN,2021-11-30 13:10:00,95.675
10MIN,2021-11-30 13:20:00,95.85
10MIN,2021-11-30 13:30:00,95.65
10MIN,2021-11-30 13:40:00,96.175
10MIN,2021-11-30 13:50:00,96.775
10MIN,2021-11-30 14:00:00,96.5
10MIN,2021-11-30 14:10:00,96.5
10MIN,2021-11-30 14:20:00,97
10MIN,2021-11-30 14:30:00,97.3
10MIN,2021-11-30 14:40:00,97.2
10MIN,2021-11-30 14:50:00,97.85
10MIN,2021-11-30 15:00:00,97.55
10MIN,2021-11-30 15:10:00,97.45
10MIN,2021-11-30 15:20:00,96.975
10MIN,2021-11-30 15:30:00,96.75
10MIN,2021-11-30 15:40:00,96.6
10MIN,2021-11-30 15:50:00,97.35
10MIN,2021-11-30 16:00:00,94.625
10MIN,2021-11-30 16:10:00,91
10MIN,2021-11-30 16:20:00,90.8
10MIN,2021-11-30 16:30:00,91.875
10MIN,2021-11-30 16:40:00,91.65
10MIN,2021-11-30 16:50:00,91
1H,2021-11-01 07:00:00,71.325
1H,2021-11-01 08:00:00,71.2
1H,2021-11-01 09:00:00,71.825
1H,2021-11-01 10:00:00,70.3
1H,2021-11-01 11:00:00,68.85
1H,2021-11-01 12:00:00,66.3
1H,2021-11-01 13:00:00,63
1H,2021-11-01 14:00:00,64.4
1H,2021-11-01 15:00:00,64.75
1H,2021-11-01 16:00:00,67
1H,2021-11-02 07:00:00,67.4
1H,2021-11-02 08:00:00,65.75
1H,2021-11-02 09:00:00,64.225
1H,2021-11-02 10:00:00,66.15
1H,2021-11-02 11:00:00,67.2
1H,2021-11-02 12:00:00,67
1H,2021-11-02 13:00:00,67.525
1H,2021-11-02 14:00:00,66.3
1H,2021-11-02 15:00:00,66.05
1H,2021-11-02 16:00:00,70.625
1H,2021-11-03 07:00:00,70.25
1H,2021-11-03 08:00:00,71.475
1H,2021-11-03 09:00:00,72.175
1H,2021-11-03 10:00:00,72.875
1H,2021-11-03 11:00:00,73.7
1H,2021-11-03 12:00:00,73.85
1H,2021-11-03 13:00:00,78
1H,2021-11-03 14:00:00,76.25
1H,2021-11-03 15:00:00,76.6
1H,2021-11-03 16:00:00,78.475
1H,2021-11-04 07:00:00,75.5
1H,2021-11-04 08:00:00,78.3
1H,2021-11-04 09:00:00,77.2
1H,2021-11-04 10:00:00,76.925
1H,2021-11-04 11:00:00,75.35
1H,2021-11-04 12:00:00,73.575
1H,2021-11-04 13:00:00,73.375
1H,2021-11-04 14:00:00,74.65
1H,2021-11-04 15:00:00,72.8
1H,2021-11-04 16:00:00,72.225
1H,2021-11-05 07:00:00,NULL
1H,2021-11-05 08:00:00,75.8
1H,2021-11-05 09:00:00,73.775
1H,2021-11-05 10:00:00,73.3
1H,2021-11-05 11:00:00,73
1H,2021-11-05 12:00:00,71.55
1H,2021-11-05 13:00:00,71.975
1H,2021-11-05 14:00:00,72.625
1H,2021-11-05 15:00:00,73
1H,2021-11-05 16:00:00,72.65
1H,2021-11-08 07:00:00,80
1H,2021-11-08 08:00:00,78.5
1H,2021-11-08 09:00:00,75.8
1H,2021-11-08 10:00:00,76.5
1H,2021-11-08 11:00:00,76
1H,2021-11-08 12:00:00,75.8
1H,2021-11-08 13:00:00,76.5
1H,2021-11-08 14:00:00,78.5
1H,2021-11-08 15:00:00,77.35
1H,2021-11-08 16:00:00,77.45
1H,2021-11-09 07:00:00,75.25
1H,2021-11-09 08:00:00,75.85
1H,2021-11-09 09:00:00,75.9
1H,2021-11-09 10:00:00,77.125
1H,2021-11-09 11:00:00,76.75
1H,2021-11-09 12:00:00,76
1H,2021-11-09 13:00:00,75.65
1H,2021-11-09 14:00:00,73.625
1H,2021-11-09 15:00:00,73.375
1H,2021-11-09 16:00:00,70.4
1H,2021-11-10 07:00:00,66.5
1H,2021-11-10 08:00:00,67.45
1H,2021-11-10 09:00:00,65.8
1H,2021-11-10 10:00:00,64.85
1H,2021-11-10 11:00:00,64.5
1H,2021-11-10 12:00:00,65.825
1H,2021-11-10 13:00:00,66
1H,2021-11-10 14:00:00,68.1
1H,2021-11-10 15:00:00,67.525
1H,2021-11-10 16:00:00,70.475
1H,2021-11-11 07:00:00,72.25
1H,2021-11-11 08:00:00,70.425
1H,2021-11-11 09:00:00,69.7
1H,2021-11-11 10:00:00,70.75
1H,2021-11-11 11:00:00,71
1H,2021-11-11 12:00:00,72
1H,2021-11-11 13:00:00,72.25
1H,2021-11-11 14:00:00,72
1H,2021-11-11 15:00:00,72.7
1H,2021-11-11 16:00:00,74.975
1H,2021-11-12 07:00:00,77.45
1H,2021-11-12 08:00:00,76.75
1H,2021-11-12 09:00:00,75.1
1H,2021-11-12 10:00:00,74.1
1H,2021-11-12 11:00:00,73.675
1H,2021-11-12 12:00:00,75.725
1H,2021-11-12 13:00:00,75.2
1H,2021-11-12 14:00:00,76.3
1H,2021-11-12 15:00:00,74.475
1H,2021-11-12 16:00:00,73.975
1H,2021-11-15 07:00:00,78.5
1H,2021-11-15 08:00:00,79.4
1H,2021-11-15 09:00:00,78.15
1H,2021-11-15 10:00:00,77.975
1H,2021-11-15 11:00:00,78.625
1H,2021-11-15 12:00:00,79.35
1H,2021-11-15 13:00:00,78.7
1H,2021-11-15 14:00:00,78.6
1H,2021-11-15 15:00:00,79.6
1H,2021-11-15 16:00:00,80.5
1H,2021-11-16 07:00:00,82.725
1H,2021-11-16 08:00:00,83.75
1H,2021-11-16 09:00:00,87.2
1H,2021-11-16 10:00:00,86.8
1H,2021-11-16 11:00:00,87.2
1H,2021-11-16 12:00:00,87.325
1H,2021-11-16 13:00:00,87.65
1H,2021-11-16 14:00:00,88.65
1H,2021-11-16 15:00:00,91.6
1H,2021-11-16 16:00:00,94.4
1H,2021-11-17 07:00:00,97.75
1H,2021-11-17 08:00:00,97.5
1H,2021-11-17 09:00:00,100.775
1H,2021-11-17 10:00:00,99
1H,2021-11-17 11:00:00,98.85
1H,2021-11-17 12:00:00,99
1H,2021-11-17 13:00:00,99.35
1H,2021-11-17 14:00:00,99.65
1H,2021-11-17 15:00:00,95.75
1H,2021-11-17 16:00:00,94.3
1H,2021-11-18 07:00:00,92.45
1H,2021-11-18 08:00:00,93.05
1H,2021-11-18 09:00:00,90.8
1H,2021-11-18 10:00:00,91.4
1H,2021-11-18 11:00:00,91.525
1H,2021-11-18 12:00:00,91.9
1H,2021-11-18 13:00:00,92.775
1H,2021-11-18 14:00:00,93.7
1H,2021-11-18 15:00:00,94.25
1H,2021-11-18 16:00:00,91.6
1H,2021-11-19 07:00:00,NULL
1H,2021-11-19 08:00:00,90.5
1H,2021-11-19 09:00:00,89.025
1H,2021-11-19 10:00:00,89.375
1H,2021-11-19 11:00:00,88.3
1H,2021-11-19 12:00:00,88.05
1H,2021-11-19 13:00:00,88.425
1H,2021-11-19 14:00:00,86.8
1H,2021-11-19 15:00:00,86.475
1H,2021-11-19 16:00:00,86.1
1H,2021-11-22 07:00:00,86.25
1H,2021-11-22 08:00:00,85.6
1H,2021-11-22 09:00:00,82
1H,2021-11-22 10:00:00,82.825
1H,2021-11-22 11:00:00,83.875
1H,2021-11-22 12:00:00,85.05
1H,2021-11-22 13:00:00,85.3
1H,2021-11-22 14:00:00,85.625
1H,2021-11-22 15:00:00,85.85
1H,2021-11-22 16:00:00,84.5
1H,2021-11-23 07:00:00,84.725
1H,2021-11-23 08:00:00,87.125
1H,2021-11-23 09:00:00,89.4
1H,2021-11-23 10:00:00,89.1
1H,2021-11-23 11:00:00,89.275
1H,2021-11-23 12:00:00,90.25
1H,2021-11-23 13:00:00,90.65
1H,2021-11-23 14:00:00,92.35
1H,2021-11-23 15:00:00,90.8
1H,2021-11-23 16:00:00,91.875
1H,2021-11-24 07:00:00,90.5
1H,2021-11-24 08:00:00,91.85
1H,2021-11-24 09:00:00,91.5
1H,2021-11-24 10:00:00,91.3
1H,2021-11-24 11:00:00,91.3
1H,2021-11-24 12:00:00,92
1H,2021-11-24 13:00:00,91.45
1H,2021-11-24 14:00:00,92.7
1H,2021-11-24 15:00:00,93.45
1H,2021-11-24 16:00:00,93.1
1H,2021-11-25 07:00:00,90
1H,2021-11-25 08:00:00,91
1H,2021-11-25 09:00:00,92.6
1H,2021-11-25 10:00:00,93.45
1H,2021-11-25 11:00:00,94.05
1H,2021-11-25 12:00:00,93.425
1H,2021-11-25 13:00:00,93.5
1H,2021-11-25 14:00:00,93.5
1H,2021-11-25 15:00:00,93.7
1H,2021-11-25 16:00:00,92.4
1H,2021-11-26 07:00:00,90.8
1H,2021-11-26 08:00:00,91.25
1H,2021-11-26 09:00:00,89.5
1H,2021-11-26 10:00:00,89.625
1H,2021-11-26 11:00:00,90.7
1H,2021-11-26 12:00:00,90.575
1H,2021-11-26 13:00:00,90.5
1H,2021-11-26 14:00:00,89.9
1H,2021-11-26 15:00:00,89
1H,2021-11-26 16:00:00,88.575
1H,2021-11-29 07:00:00,95.4
1H,2021-11-29 08:00:00,95.175
1H,2021-11-29 09:00:00,94.45
1H,2021-11-29 10:00:00,94.475
1H,2021-11-29 11:00:00,94.3
1H,2021-11-29 12:00:00,92.9
1H,2021-11-29 13:00:00,92.525
1H,2021-11-29 14:00:00,92.65
1H,2021-11-29 15:00:00,94.45
1H,2021-11-29 16:00:00,94.5
1H,2021-11-30 07:00:00,97.25
1H,2021-11-30 08:00:00,98.5
1H,2021-11-30 09:00:00,99
1H,2021-11-30 10:00:00,98.25
1H,2021-11-30 11:00:00,96.75
1H,2021-11-30 12:00:00,95.975
1H,2021-11-30 13:00:00,96.775
1H,2021-11-30 14:00:00,97.85
1H,2021-11-30 15:00:00,97.35
1H,2021-11-30 16:00:00,91
D,2021-11-01 00:00:00,66.1
D,2021-11-02 00:00:00,70
D,2021-11-03 00:00:00,78.375
D,2021-11-04 00:00:00,72
D,2021-11-05 00:00:00,72.5
D,2021-11-06 00:00:00,NULL
D,2021-11-07 00:00:00,NULL
D,2021-11-08 00:00:00,77.45
D,2021-11-09 00:00:00,70.4
D,2021-11-10 00:00:00,70.7
D,2021-11-11 00:00:00,74.325
D,2021-11-12 00:00:00,74.975
D,2021-11-13 00:00:00,NULL
D,2021-11-14 00:00:00,NULL
D,2021-11-15 00:00:00,80.275
D,2021-11-16 00:00:00,94.5
D,2021-11-17 00:00:00,94
D,2021-11-18 00:00:00,91.7
D,2021-11-19 00:00:00,86
D,2021-11-20 00:00:00,NULL
D,2021-11-21 00:00:00,NULL
D,2021-11-22 00:00:00,84.775
D,2021-11-23 00:00:00,93.875
D,2021-11-24 00:00:00,93.35
D,2021-11-25 00:00:00,92.625
D,2021-11-26 00:00:00,88.35
D,2021-11-27 00:00:00,NULL
D,2021-11-28 00:00:00,NULL
D,2021-11-29 00:00:00,94.9
D,2021-11-30 00:00:00,91.7
